"種別","知覚可能","操作可能","理解可能","堅ろう（牢）","JIS","ガイドライン(ヘルプ)","達成方法","達成方法(ヘルプ)","行番号","内容"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","806","このページ内リンクは、ジャンプ先のアンカー""section""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","807","このページ内リンクは、ジャンプ先のアンカー""event""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","808","このページ内リンクは、ジャンプ先のアンカー""tender""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","809","このページ内リンクは、ジャンプ先のアンカー""referrence""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","810","このページ内リンクは、ジャンプ先のアンカー""reunion""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","811","このページ内リンクは、ジャンプ先のアンカー""nursingschool""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","815","このページ内リンクは、ジャンプ先のアンカー""customer""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","820","このページ内リンクは、ジャンプ先のアンカー""recruit""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","827","このページ内リンクは、ジャンプ先のアンカー""recruit""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","829","このページ内リンクは、ジャンプ先のアンカー""director""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","830","このページ内リンクは、ジャンプ先のアンカー""pc_menu_recruitmovie""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","831","このページ内リンクは、ジャンプ先のアンカー""job""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","832","このページ内リンクは、ジャンプ先のアンカー""requirements""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","836","このページ内リンクは、ジャンプ先のアンカー""customer""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","841","このページ内リンクは、ジャンプ先のアンカー""business""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","1441","このページ内リンクは、ジャンプ先のアンカー""visitor""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","1442","このページ内リンクは、ジャンプ先のアンカー""department""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","1443","このページ内リンクは、ジャンプ先のアンカー""priority""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","1444","このページ内リンクは、ジャンプ先のアンカー""outnursing""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","1445","このページ内リンクは、ジャンプ先のアンカー""hospitalization""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","1446","このページ内リンクは、ジャンプ先のアンカー""register""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","1447","このページ内リンクは、ジャンプ先のアンカー""about""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","1448","このページ内リンクは、ジャンプ先のアンカー""exam""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","1449","このページ内リンクは、ジャンプ先のアンカー""better""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","1452","このページ内リンクは、ジャンプ先のアンカー""business""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","1455","このページ内リンクは、ジャンプ先のアンカー""recruit""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","1788","このページ内リンクは、ジャンプ先のアンカー""collabo""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","1789","このページ内リンクは、ジャンプ先のアンカー""section""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","1790","このページ内リンクは、ジャンプ先のアンカー""event""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","1791","このページ内リンクは、ジャンプ先のアンカー""tender""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","1792","このページ内リンクは、ジャンプ先のアンカー""referrence""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","1793","このページ内リンクは、ジャンプ先のアンカー""reunion""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","1794","このページ内リンクは、ジャンプ先のアンカー""nursingschool""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","1798","このページ内リンクは、ジャンプ先のアンカー""customer""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","1803","このページ内リンクは、ジャンプ先のアンカー""recruit""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","2017","このページ内リンクは、ジャンプ先のアンカー""director""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","2018","このページ内リンクは、ジャンプ先のアンカー""recruitmovie""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","2019","このページ内リンクは、ジャンプ先のアンカー""job""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","2020","このページ内リンクは、ジャンプ先のアンカー""requirements""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","2023","このページ内リンクは、ジャンプ先のアンカー""customer""が存在しないため利用できません"
"問題あり","0","-5","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G123, G124","http://waic.jp/docs/WCAG-TECHS/G123.html, http://waic.jp/docs/WCAG-TECHS/G124.html","2026","このページ内リンクは、ジャンプ先のアンカー""business""が存在しないため利用できません"
"問題の可能性大","0","-2","0","0","A: 2.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html","G1","http://waic.jp/docs/WCAG-TECHS/G1.html","","""本文へ移動""などのスキップリンクの提供を検討して下さい"
"問題あり","-5","0","0","0","A: 1.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/text-equiv-all.html","F38, F65, H37, H67","http://waic.jp/docs/WCAG-TECHS/F38.html, http://waic.jp/docs/WCAG-TECHS/F65.html, http://waic.jp/docs/WCAG-TECHS/H37.html, http://waic.jp/docs/WCAG-TECHS/H67.html","669","画像にalt属性がありません。代替テキストを提供してください。(もし支援技術がこの画像を無視するべき場合は、 alt="""" と設定してください)： src=""/wp/wp-content/themes/saichu2019/assets/images/common/icon_jab.png"""
"問題あり","-5","0","0","0","A: 1.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/text-equiv-all.html","F38, F65, H37, H67","http://waic.jp/docs/WCAG-TECHS/F38.html, http://waic.jp/docs/WCAG-TECHS/F65.html, http://waic.jp/docs/WCAG-TECHS/H37.html, http://waic.jp/docs/WCAG-TECHS/H67.html","670","画像にalt属性がありません。代替テキストを提供してください。(もし支援技術がこの画像を無視するべき場合は、 alt="""" と設定してください)： src=""/wp/wp-content/themes/saichu2019/assets/images/common/icon_jmip.png"""
"問題あり","-5","0","0","0","A: 1.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/text-equiv-all.html","F38, F65, H37, H67","http://waic.jp/docs/WCAG-TECHS/F38.html, http://waic.jp/docs/WCAG-TECHS/F65.html, http://waic.jp/docs/WCAG-TECHS/H37.html, http://waic.jp/docs/WCAG-TECHS/H67.html","671","画像にalt属性がありません。代替テキストを提供してください。(もし支援技術がこの画像を無視するべき場合は、 alt="""" と設定してください)： src=""/wp/wp-content/themes/saichu2019/assets/images/common/icon_functional.png"""
"問題あり","-5","0","0","0","A: 1.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/text-equiv-all.html","F38, F65, H37, H67","http://waic.jp/docs/WCAG-TECHS/F38.html, http://waic.jp/docs/WCAG-TECHS/F65.html, http://waic.jp/docs/WCAG-TECHS/H37.html, http://waic.jp/docs/WCAG-TECHS/H67.html","672","画像にalt属性がありません。代替テキストを提供してください。(もし支援技術がこの画像を無視するべき場合は、 alt="""" と設定してください)： src=""/wp/wp-content/themes/saichu2019/assets/images/common/icon_jih.png"""
"問題あり","-5","0","0","0","A: 1.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/text-equiv-all.html","F38, F65, H37, H67","http://waic.jp/docs/WCAG-TECHS/F38.html, http://waic.jp/docs/WCAG-TECHS/F65.html, http://waic.jp/docs/WCAG-TECHS/H37.html, http://waic.jp/docs/WCAG-TECHS/H67.html","673","画像にalt属性がありません。代替テキストを提供してください。(もし支援技術がこの画像を無視するべき場合は、 alt="""" と設定してください)： src=""/wp/wp-content/themes/saichu2019/assets/images/common/icon_jcep.png"""
"問題あり","-5","0","0","0","A: 1.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/text-equiv-all.html","F38, F65, H37, H67","http://waic.jp/docs/WCAG-TECHS/F38.html, http://waic.jp/docs/WCAG-TECHS/F65.html, http://waic.jp/docs/WCAG-TECHS/H37.html, http://waic.jp/docs/WCAG-TECHS/H67.html","676","画像にalt属性がありません。代替テキストを提供してください。(もし支援技術がこの画像を無視するべき場合は、 alt="""" と設定してください)： src=""/wp/wp-content/themes/saichu2019/assets/images/common/icon_jcep.png"""
"問題あり","-5","0","0","0","A: 1.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/text-equiv-all.html","F38, F65, H37, H67","http://waic.jp/docs/WCAG-TECHS/F38.html, http://waic.jp/docs/WCAG-TECHS/F65.html, http://waic.jp/docs/WCAG-TECHS/H37.html, http://waic.jp/docs/WCAG-TECHS/H67.html","677","画像にalt属性がありません。代替テキストを提供してください。(もし支援技術がこの画像を無視するべき場合は、 alt="""" と設定してください)： src=""/wp/wp-content/themes/saichu2019/assets/images/common/icon_functional.png"""
