"種別","知覚可能","操作可能","理解可能","堅ろう（牢）","JIS","ガイドライン(ヘルプ)","達成方法","達成方法(ヘルプ)","行番号","内容"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","225","リンクテキストとtitle属性の値 (""交通アクセス"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","225","リンクテキストとtitle属性の値 (""交通アクセス"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","225","リンクテキストとtitle属性の値 (""交通アクセス"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","332","リンクテキストとtitle属性の値 (""https://www.fukushihoken.metro.tokyo.lg.jp/kodomo/shussan/covid19-ninpushien.files/c19-ninpukensa.pdf"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","351","リンクテキストとtitle属性の値 (""人間ドック・健診のご案内"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","379","リンクテキストとtitle属性の値 (""https://www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronasodan.html"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","442","リンクテキストとtitle属性の値 (""病院診療日のご案内"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","460","リンクテキストとtitle属性の値 (""各科週間スケジュール"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","496","リンクテキストとtitle属性の値 (""お知らせ一覧"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","496","リンクテキストとtitle属性の値 (""お知らせ一覧"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","496","リンクテキストとtitle属性の値 (""お知らせ一覧"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","511","リンクテキストとtitle属性の値 (""診療日のご案内"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","515","リンクテキストとtitle属性の値 (""受付時間・受付方法"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","519","リンクテキストとtitle属性の値 (""各科週間スケジュール"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","523","リンクテキストとtitle属性の値 (""代診・休診のお知らせ"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","530","リンクテキストとtitle属性の値 (""入院のお手続き"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","534","リンクテキストとtitle属性の値 (""入院時にご持参いただくもの"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","538","リンクテキストとtitle属性の値 (""お部屋について"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","542","リンクテキストとtitle属性の値 (""快適な入院生活のために"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","546","リンクテキストとtitle属性の値 (""付き添い・面会について"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","550","リンクテキストとtitle属性の値 (""退院のお手続き"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","554","リンクテキストとtitle属性の値 (""入院費のお支払いについて"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","561","リンクテキストとtitle属性の値 (""交通アクセス"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","565","リンクテキストとtitle属性の値 (""フロアマップ"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","569","リンクテキストとtitle属性の値 (""東都文京だより"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","573","リンクテキストとtitle属性の値 (""公開健康教室"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","577","リンクテキストとtitle属性の値 (""お問い合わせ"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","592","リンクテキストとtitle属性の値 (""医療機関の方へ"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","596","リンクテキストとtitle属性の値 (""地域医療連携室について"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","600","リンクテキストとtitle属性の値 (""医療関係者向け講演会"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","689","リンクテキストとtitle属性の値 (""https://goo.gl/maps/Y2rqFcZD3v5GEC286"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","704","リンクテキストとtitle属性の値 (""Facebook"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","704","リンクテキストとtitle属性の値 (""Twitter"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","704","リンクテキストとtitle属性の値 (""メールアドレス"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","H33","http://waic.jp/docs/WCAG-TECHS/H33.html","782","リンクテキストとtitle属性の値 (""項目を閉じる"") を合わせて、リンクの目的を適切に示していることを確認して下さい"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","G91","http://waic.jp/docs/WCAG-TECHS/G91.html","90, 626","異なる複数のURLへのリンクに、同一のテキストを用いることはなるべく避けてください。 (linktext="" "")"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","G91","http://waic.jp/docs/WCAG-TECHS/G91.html","332, 351, 806","異なる複数のURLへのリンクに、同一のテキストを用いることはなるべく避けてください。 (linktext=""こちら "")"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","G91","http://waic.jp/docs/WCAG-TECHS/G91.html","114, 592","異なる複数のURLへのリンクに、同一のテキストを用いることはなるべく避けてください。 (linktext=""診療のご依頼 "")"
"要判断箇所","0","0","0","0","A: 2.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-refs.html","G91","http://waic.jp/docs/WCAG-TECHS/G91.html","264, 290, 303","異なる複数のURLへのリンクに、同一のテキストを用いることはなるべく避けてください。 (linktext=""ダウンロード "")"
"手動確認","0","0","0","0","A: 1.3.2, A: 1.3.1, AA: 1.4.5","http://waic.jp/docs/UNDERSTANDING-WCAG20/content-structure-separation-sequence.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/content-structure-separation-programmatic.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-text-presentation.html","C6, G140","http://waic.jp/docs/WCAG-TECHS/C6.html, http://waic.jp/docs/WCAG-TECHS/G140.html","39","HTML文書は、スタイルシートを無効にしても読んだり利用したり出来るようにデザインしてください (スタイルシートを利用するためのlink要素が存在しています)"
"手動確認","0","0","0","0","A: 1.3.2, A: 1.3.1, AA: 1.4.5","http://waic.jp/docs/UNDERSTANDING-WCAG20/content-structure-separation-sequence.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/content-structure-separation-programmatic.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-text-presentation.html","C6, G140","http://waic.jp/docs/WCAG-TECHS/C6.html, http://waic.jp/docs/WCAG-TECHS/G140.html","37, 60","HTML文書は、スタイルシートを無効にしても読んだり利用したり出来るようにデザインしてください (style要素が存在しています)"
"手動確認","0","0","0","0","A: 2.4.1, A: 1.3.1, AA: 1.4.5","http://waic.jp/docs/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/content-structure-separation-programmatic.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-text-presentation.html","C6, G140","http://waic.jp/docs/WCAG-TECHS/C6.html, http://waic.jp/docs/WCAG-TECHS/G140.html","142, 146, 147, 148, 148, 148, 148, 148, 148, 148, 151, 152, 155, 155, 159, 159, 163, 163, 166, 166, 181, 183, 193, 193, 193, 224, 225, 225, 225, 225, 225, 233, 239, 244, 260, 262, 288, 319, 324, 324, 335, 338, 351, 354, 368, 410, 416, 422, 428, 429, 432, 436, 463, 491, 495, 496, 496, 496, 496, 496, 499, 504, 508, 511, 515, 519, 523, 527, 530, 534, 538, 542, 546, 550, 554, 558, 561, 577, 586, 592, 596, 600, 610, 637, 660, 662, 672, 683, 689, 689, 693, 699, 803","HTML文書は、スタイルシートを無効にしても読んだり利用したり出来るようにデザインしてください (style属性を持つ要素が存在しています)"
"問題の可能性大","0","0","-2","0","A: 3.3.2","http://waic.jp/docs/UNDERSTANDING-WCAG20/minimize-error-cues.html","G162","http://waic.jp/docs/WCAG-TECHS/G162.html","74, 110","フォーム・コントロールに対するlabel要素が正しく配置されているか確認してください。ラジオボタンおよびチェックボックスではその後、それ以外のコントロールではそれらの前に置く必要があります。 (input type: checkbox)"
"問題あり","0","0","0","-5","A: 4.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/ensure-compat-parses.html","H88, H93","http://waic.jp/docs/WCAG-TECHS/H88.html, http://waic.jp/docs/WCAG-TECHS/H93.html","114, 121","id属性の値に重複があります。(cc-nav-view-1437072156)"
"問題あり","0","0","0","-5","A: 4.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/ensure-compat-parses.html","H88, H93","http://waic.jp/docs/WCAG-TECHS/H88.html, http://waic.jp/docs/WCAG-TECHS/H93.html","114, 121","id属性の値に重複があります。(cc-nav-view-1437062356)"
"問題あり","0","0","0","-5","A: 4.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/ensure-compat-parses.html","H88, H93","http://waic.jp/docs/WCAG-TECHS/H88.html, http://waic.jp/docs/WCAG-TECHS/H93.html","114, 121","id属性の値に重複があります。(cc-nav-view-1437063456)"
"問題あり","0","0","0","-5","A: 4.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/ensure-compat-parses.html","H88, H93","http://waic.jp/docs/WCAG-TECHS/H88.html, http://waic.jp/docs/WCAG-TECHS/H93.html","104, 114","id属性の値に重複があります。(cc-nav-view-1436978856)"
"問題あり","0","0","0","-5","A: 4.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/ensure-compat-parses.html","H88, H93","http://waic.jp/docs/WCAG-TECHS/H88.html, http://waic.jp/docs/WCAG-TECHS/H93.html","114, 121","id属性の値に重複があります。(cc-nav-view-1437062556)"
"問題あり","0","0","0","-5","A: 4.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/ensure-compat-parses.html","H88, H93","http://waic.jp/docs/WCAG-TECHS/H88.html, http://waic.jp/docs/WCAG-TECHS/H93.html","114, 121","id属性の値に重複があります。(cc-nav-view-1437057956)"
"問題あり","0","0","0","-5","A: 4.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/ensure-compat-parses.html","H88, H93","http://waic.jp/docs/WCAG-TECHS/H88.html, http://waic.jp/docs/WCAG-TECHS/H93.html","114, 121","id属性の値に重複があります。(cc-nav-view-1437061656)"
"問題あり","0","0","0","-5","A: 4.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/ensure-compat-parses.html","H88, H93","http://waic.jp/docs/WCAG-TECHS/H88.html, http://waic.jp/docs/WCAG-TECHS/H93.html","809, 812, 815","id属性の値に重複があります。(cc-cookie-law-button)"
"問題あり","0","0","0","-5","A: 4.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/ensure-compat-parses.html","H88, H93","http://waic.jp/docs/WCAG-TECHS/H88.html, http://waic.jp/docs/WCAG-TECHS/H93.html","114, 121","id属性の値に重複があります。(cc-nav-view-1436978456)"
"問題あり","0","0","0","-5","A: 4.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/ensure-compat-parses.html","H88, H93","http://waic.jp/docs/WCAG-TECHS/H88.html, http://waic.jp/docs/WCAG-TECHS/H93.html","114, 121","id属性の値に重複があります。(cc-nav-view-1437061056)"
"問題あり","0","0","0","-5","A: 4.1.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/ensure-compat-parses.html","H88, H93","http://waic.jp/docs/WCAG-TECHS/H88.html, http://waic.jp/docs/WCAG-TECHS/H93.html","104, 114","id属性の値に重複があります。(cc-nav-view-1436978356)"
"要判断箇所","0","0","0","0","AA: 1.4.3, A: 1.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-contrast.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-without-color.html","F24, G14, G18, G145, G182, G205","http://waic.jp/docs/WCAG-TECHS/F24.html, http://waic.jp/docs/WCAG-TECHS/G14.html, http://waic.jp/docs/WCAG-TECHS/G145.html, http://waic.jp/docs/WCAG-TECHS/G18.html, http://waic.jp/docs/WCAG-TECHS/G182.html, http://www.w3.org/TR/WCAG20-TECHS/G205.html","60","背景色のみが指定されている可能性があります。十分なコントラスト比となる文字色を指定するようにして下さい。 また、もし配色に何らかの情報を持たせている場合、テキストや他の視覚的な表現からもその情報を取得できるよう配慮してください。(style要素, セレクタ=""h3"") "
"問題あり","-5","0","0","0","AA: 1.4.4","http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-scale.html","C12, C13, C14","http://waic.jp/docs/WCAG-TECHS/C12.html, http://waic.jp/docs/WCAG-TECHS/C13.html, http://waic.jp/docs/WCAG-TECHS/C14.html","148","フォントサイズは相対的な大きさで指定してください。(font-size: 28px;)"
"要判断箇所","0","0","0","0","AA: 1.4.3, A: 1.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-contrast.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-without-color.html","F24, G14, G18, G145, G182, G205","http://waic.jp/docs/WCAG-TECHS/F24.html, http://waic.jp/docs/WCAG-TECHS/G14.html, http://waic.jp/docs/WCAG-TECHS/G145.html, http://waic.jp/docs/WCAG-TECHS/G18.html, http://waic.jp/docs/WCAG-TECHS/G182.html, http://www.w3.org/TR/WCAG20-TECHS/G205.html","148","文字色のみが指定されている可能性があります。十分なコントラスト比となる背景色を指定するようにして下さい。また、もし配色に何らかの情報を持たせている場合、テキストや他の視覚的な表現からもその情報を取得できるよう配慮してください。(color: #e36664;) "
"要判断箇所","0","0","0","0","AA: 1.4.3, A: 1.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-contrast.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-without-color.html","F24, G14, G18, G145, G182, G205","http://waic.jp/docs/WCAG-TECHS/F24.html, http://waic.jp/docs/WCAG-TECHS/G14.html, http://waic.jp/docs/WCAG-TECHS/G145.html, http://waic.jp/docs/WCAG-TECHS/G18.html, http://waic.jp/docs/WCAG-TECHS/G182.html, http://www.w3.org/TR/WCAG20-TECHS/G205.html","148","文字色のみが指定されている可能性があります。十分なコントラスト比となる背景色を指定するようにして下さい。また、もし配色に何らかの情報を持たせている場合、テキストや他の視覚的な表現からもその情報を取得できるよう配慮してください。(color: #f06d6a;) "
"要判断箇所","0","0","0","0","AA: 1.4.3, A: 1.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-contrast.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-without-color.html","F24, G14, G18, G145, G182, G205","http://waic.jp/docs/WCAG-TECHS/F24.html, http://waic.jp/docs/WCAG-TECHS/G14.html, http://waic.jp/docs/WCAG-TECHS/G145.html, http://waic.jp/docs/WCAG-TECHS/G18.html, http://waic.jp/docs/WCAG-TECHS/G182.html, http://www.w3.org/TR/WCAG20-TECHS/G205.html","148","文字色のみが指定されている可能性があります。十分なコントラスト比となる背景色を指定するようにして下さい。また、もし配色に何らかの情報を持たせている場合、テキストや他の視覚的な表現からもその情報を取得できるよう配慮してください。(color: #e36664;) "
"要判断箇所","0","0","0","0","AA: 1.4.3, A: 1.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-contrast.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-without-color.html","F24, G14, G18, G145, G182, G205","http://waic.jp/docs/WCAG-TECHS/F24.html, http://waic.jp/docs/WCAG-TECHS/G14.html, http://waic.jp/docs/WCAG-TECHS/G145.html, http://waic.jp/docs/WCAG-TECHS/G18.html, http://waic.jp/docs/WCAG-TECHS/G182.html, http://www.w3.org/TR/WCAG20-TECHS/G205.html","148","文字色のみが指定されている可能性があります。十分なコントラスト比となる背景色を指定するようにして下さい。また、もし配色に何らかの情報を持たせている場合、テキストや他の視覚的な表現からもその情報を取得できるよう配慮してください。(color: #f06d6a;) "
"要判断箇所","0","0","0","0","AA: 1.4.3, A: 1.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-contrast.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-without-color.html","F24, G14, G18, G145, G182, G205","http://waic.jp/docs/WCAG-TECHS/F24.html, http://waic.jp/docs/WCAG-TECHS/G14.html, http://waic.jp/docs/WCAG-TECHS/G145.html, http://waic.jp/docs/WCAG-TECHS/G18.html, http://waic.jp/docs/WCAG-TECHS/G182.html, http://www.w3.org/TR/WCAG20-TECHS/G205.html","148","文字色のみが指定されている可能性があります。十分なコントラスト比となる背景色を指定するようにして下さい。また、もし配色に何らかの情報を持たせている場合、テキストや他の視覚的な表現からもその情報を取得できるよう配慮してください。(color: #e36664;) "
"要判断箇所","0","0","0","0","AA: 1.4.3, A: 1.4.1","http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-contrast.html, http://waic.jp/docs/UNDERSTANDING-WCAG20/visual-audio-contrast-without-color.html","F24, G14, G18, G145, G182, G205","http://waic.jp/docs/WCAG-TECHS/F24.html, http://waic.jp/docs/WCAG-TECHS/G14.html, http://waic.jp/docs/WCAG-TECHS/G145.html, http://waic.jp/docs/WCAG-TECHS/G18.html, http://waic.jp/docs/WCAG-TECHS/G182.html, http://www.w3.org/TR/WCAG20-TECHS/G205.html","148","文字色のみが指定されている可能性があります。十分なコントラスト比となる背景色を指定するようにして下さい。また、もし配色に何らかの情報を持たせている場合、テキストや他の視覚的な表現からもその情報を取得できるよう配慮してください。(color: #f06d6a;) "
